id,year,area,sp_area,day,body,alternatives,answer
06,2019,LC - Linguagens e Códigos,,D1,"Questão 06  
Coração pede socorro
Naiara Azevedo; Rafael Quadros; Waléria Leão
Um amor desse
Era 24 horas lado a lado
Um radar na pele, aquele sentimento alucinado
Coração batia acelerado
Bastava um olhar pra eu entender
Que era hora de me entregar pra você
Palavras não faziam falta mais
Ah, só de lembrar do seu perfume
Que arrepio, que calafrio
Que o meu corpo sente
Nem que eu queira, eu te apago da minha mente
Ah, esse amor
Deixou marcas no meu corpo
Ah, esse amor
Só de pensar, eu grito, eu quase morro
Essa letra de canção foi composta especialmente 
para uma campanha de combate à violência contra 
as mulheres, buscando conscientizá-las acerca do 
limite entre relacionamento amoroso e relacionamento 
abusivo. Para tanto, a estratégia empregada na letra é a","
A revelação da submissão da mulher à situação de violência, que muitas vezes a leva à morte.
B ênfase na necessidade de se ouvirem os apelos da mulher agredida, que continuamente pede socorro.
C exploração de situação de duplo sentido, que mostra que atos de dominação e violência não configuram amor.
D divulgação da importância de denunciar a violência doméstica, que atinge um grande número de mulheres no país.
E naturalização de situações opressivas, que fazem parte da vida de mulheres que vivem em uma sociedade patriarcal.",C
07,2019,LC - Linguagens e Códigos,,D1,"Questão 07  
Descrição do cartaz: Cartaz com a mensagem: 
“Palavras têm poder. Palavras informam, libertam, 
destroem preconceitos. Palavras desinformam, 
aprisionam e criam preconceitos. Liberdade de 
expressão. A escolha é sua. A responsabilidade, 
também. A liberdade de expressão é uma 
conquista inquestionável. O que todos precisam 
saber é que liberdade traz responsabilidades.  
Publicar informações e mensagens sensacionalistas, 
explorar imagens mórbidas, desrespeitar os Direitos 
Humanos e estimular o preconceito e a violência 
são atos de desrespeito à lei. Para promover a 
liberdade de expressão com responsabilidade, o 
Ministério Público de Pernambuco se une a vários 
parceiros nesta ação educativa. Colabore. Caso 
veja alguma mensagem que desrespeite os seus 
direitos, denuncie. 0800-281-9455 — Ministério 
Público de Pernambuco"".
Pela análise do conteúdo, constata-se que essa 
campanha publicitária tem como função social","
A propagar a imagem positiva do Ministério Público.
B conscientizar a população que direitos  implicam deveres.
C coibir violações de direitos humanos nos meios  de comunicação.
D divulgar políticas sociais que combatem a intolerância e o preconceito.
E instruir as pessoas sobre a forma correta de expressão nas redes sociais.",B
08,2019,LC - Linguagens e Códigos,,D1,"Questão 08  
Mídias: aliadas ou inimigas da educação física escolar?
No caso do esporte, a mediação efetuada pela 
câmera de TV construiu uma nova modalidade de 
consumo: o esporte telespetáculo, realidade textual 
relativamente autônoma face à prática “real” do esporte, 
construída pela codificação e mediação dos eventos 
esportivos efetuados pelo enquadramento, edição das 
imagens e comentários, interpretando para o espectador 
o que ele está vendo. Esse fenômeno tende a valorizar 
a forma em relação ao conteúdo, e para tal faz uso 
privilegiado da linguagem audiovisual com ênfase na 
imagem cujas possibilidades são levadas cada vez mais 
adiante, em decorrência dos avanços tecnológicos. 
Por outro lado, a narração esportiva propõe uma 
concepção hegemônica de esporte: esporte é esforço 
máximo, busca da vitória, dinheiro... O preço que se 
paga por sua espetacularização é a fragmentação do 
fenômeno esportivo. A experiência global do ser-atleta é 
modificada: a sociabilização no confronto e a ludicidade 
não são vivências privilegiadas no enfoque das 
mídias, mas as eventuais manifestações de violência, 
em partidas de futebol, por exemplo, são exibidas e 
reexibidas em todo o mundo.
a reflexão trazida pelo texto, que aborda o esporte 
telespetáculo, está fundamentada na","
A distorção da experiência do ser-atleta para os espectadores.
B interpretação dos espectadores sobre o conteúdo transmitido.
C utilização de equipamentos audiovisuais de última 
geração.
D valorização de uma visão ampliada do esporte.
E equiparação entre a forma e o conteúdo.",A
09,2019,LC - Linguagens e Códigos,,D1,"Questão 09  
Um estudo em vermelho
Arthur Conan Doyle
Meu caro Sherlock Holmes, algo horrível aconteceu 
às três da manhã no Jardim Lauriston. Nosso homem 
que estava na vigia viu uma luz às duas da manhã 
saindo de uma casa vazia. Quando se aproximou, 
encontrou a porta aberta e, na sala da frente, o corpo 
de um cavalheiro bem vestido. Os cartões que estavam 
em seu bolso tinham o nome de Enoch J. Drebber, 
Cleveland, Ohio, EUA. Não houve assalto e nosso 
homem não conseguiu encontrar algo que indicasse 
como ele morreu. Não havia marcas de sangue, nem 
feridas nele. Não sabemos como ele entrou na casa 
vazia. Na verdade, todo assunto é um quebra-cabeça 
sem fim. Se puder vir até a casa seria ótimo, se não, 
eu lhe conto os detalhes e gostaria muito de saber sua 
opinião. Atenciosamente, Tobias Gregson.
Considerando o objetivo da carta de Tobias Gregson, 
a sequência de enunciados negativos presente nesse 
texto tem a função de","
A restringir a investigação, deixando-a sob a responsabilidade do autor da carta.
B refutar possíveis causas da morte do cavalheiro, auxiliando na investigação.
C identificar o local da cena do crime, localizando-o no Jardim Lauriston.
D introduzir o destinatário da carta, caracterizando sua personalidade.
E apresentar o vigia, incluindo-o entre os suspeitos do assassinato.",B
10,2019,LC - Linguagens e Códigos,,D1,"Questão 10  
Uma ouriça
Se o de longe esboça lhe chegar perto, 
se fecha (convexo integral de esfera), 
se eriça (bélica e multiespinhenta): 
e, esfera e espinho, se ouriça à espera. 
Mas não passiva (como ouriço na loca); 
nem só defensiva (como se eriça o gato); 
sim agressiva (como jamais o ouriço), 
do agressivo capaz de bote, de salto 
(não do salto para trás, como o gato): 
daquele capaz de salto para o assalto. 
Se o de longe lhe chega em (de longe), 
de esfera aos espinhos, ela se desouriça. 
Reconverte: o metal hermético e armado 
na carne de antes (côncava e propícia), 
e as molas felinas (para o assalto), 
nas molas em espiral (para o abraço).
Com apuro formal, o poema de João Cabral de Melo Neto 
tece um conjunto semântico que metaforiza a atitude 
feminina de","
A tenacidade transformada em brandura.
B obstinação traduzida em isolamento.
C inércia provocada pelo desejo platônico.
D irreverência cultivada de forma cautelosa.
E desconfiança consumada pela intolerância.",A
11,2019,LC - Linguagens e Códigos,,D1,"Questão 11  
Descrição do cartaz: Do lado esquerdo do 
cartaz há um par de tênis velhos e sujos; do lado 
direito, a mensagem: “Vamos calçar os sapatos dos 
refugiados e dar o primeiro passo para entender sua 
situação — www.ensuszapatos.org.”
Nesse cartaz, o uso da imagem do calçado aliada ao 
texto verbal tem o objetivo de","
A criticar as difíceis condições de vida dos refugiados.
B revelar a longa trajetória percorrida pelos refugiados.
C incentivar a campanha de doações para  os refugiados.
D denunciar a situação de carência vivida  pelos refugiados.
E simbolizar a necessidade de adesão à causa  dos refugiados.",E
12,2019,LC - Linguagens e Códigos,,D1,"Questão 12  
Blues da piedade
Cazuza
Vamos pedir piedade 
Senhor, piedade 
Pra essa gente careta e covarde 
Vamos pedir piedade 
Senhor, piedade 
Lhes dê grandeza e um pouco de coragem
Todo gênero apresenta elementos constitutivos que 
condicionam seu uso em sociedade. A letra de canção 
identifica-se com o gênero ladainha, essencialmente, 
pela utilização da sequência textual","
A expositiva, por discorrer sobre um dado tema.
B narrativa, por apresentar uma cadeia de ações.
C injuntiva, por chamar o interlocutor à participação.
D descritiva, por enumerar características de um personagem.
E argumentativa, por incitar o leitor a uma tomada  de atitude.",C
13,2019,LC - Linguagens e Códigos,,D1,"Questão 13  
Com o enredo que homenageou o centenário do 
Rei do Baião, Luiz Gonzaga, a Unidos da Tijuca foi 
coroada no Carnaval 2012.
 A penúltima escola a entrar na Sapucaí, na segunda 
noite de desfiles, mergulhou no universo do cantor e 
compositor brasileiro e trouxe a cultura nordestina com 
criatividade para a Avenida, com o enredo O dia em que 
toda a realeza desembarcou na Avenida para coroar o 
Rei Luiz do Sertão.
a notícia relata um evento cultural que marca a","
A primazia do samba sobre a música nordestina.
B inter-relação entre dois gêneros musicais brasileiros.
C valorização das origens oligárquicas da cultura nordestina.
D proposta de resgate de antigos gêneros musicais brasileiros.
E criatividade em compor um samba-enredo em homenagem a uma pessoa.",B
14,2019,LC - Linguagens e Códigos,,D1,"Questão 14  
O amor dos homens avulsos
Victor Heringer
Os subúrbios do Rio de Janeiro foram a primeira 
coisa a aparecer no mundo, antes mesmo dos vulcões 
e dos cachalotes, antes de Portugal invadir, antes do 
Getúlio Vargas mandar construir casas populares. 
O bairro do Queím, onde nasci e cresci, é um deles. 
Aconchegado entre o Engenho Novo e Andaraí, foi feito 
daquela argila primordial, que se aglutinou em diversos 
formatos: cães soltos, moscas e morros, uma estação 
de trem, amendoeiras e barracos e sobrados, botecos 
e arsenais de guerra, armarinhos e bancas de jogo do 
bicho e um terreno enorme reservado para o cemitério. 
Mas tudo ainda estava vazio: faltava gente.
Não demorou. As ruas juntaram tanta poeira que 
o homem não teve escolha a não ser passar a existir, 
para varrê-las. À tardinha, sentar na varanda das casas 
e reclamar da pobreza, falar mal dos outros e olhar para 
as calçadas encardidas de sol, os ônibus da volta do 
trabalho sujando tudo de novo.
Traçando a gênese simbólica de sua cidade, o narrador 
imprime ao texto um sentido estético fundamentado na","
A excentricidade dos bairros cariocas de sua infância.
B perspectiva caricata da paisagem de traços deteriorados.
C importância dos fatos relacionados à história  dos subúrbios.
D diversidade dos tipos humanos identificados por seus hábitos.
E experiência do cotidiano marcado pelas necessidades e urgências.",B
15,2019,LC - Linguagens e Códigos,,D1,"Questão 15  
 A rede é, antes de tudo, um instrumento de 
comunicação entre pessoas, um laço virtual em que 
as comunidades auxiliam seus membros a aprender o 
que querem saber. Os dados não representam senão a 
matéria-prima de um processo intelectual e social vivo, 
altamente elaborado. Enfim, toda inteligência coletiva 
do mundo jamais dispensará a inteligência pessoal, o 
esforço individual e o tempo necessário para aprender, 
pesquisar, avaliar e integrar-se a diversas comunidades, 
sejam elas virtuais ou não. A rede jamais pensará em 
seu lugar, fique tranquilo.
No contexto das novas tecnologias de informação e 
comunicação, a circulação de saberes depende da","
A otimização do tempo.
B confiabilidade dos sites.
C contribuição dos usuários.
D quantidade de informação.
E colaboração de intelectuais.",C
16,2019,LC - Linguagens e Códigos,,D1,"Questão 16  
TEXTO I
Estratos
Na passagem de uma língua para outra, algo 
sempre permanece, mesmo que não haja ninguém 
para se lembrar desse algo. Pois um idioma retém 
em si mais memórias que os seus falantes e, como 
uma chapa mineral marcada por camadas de uma 
história mais antiga do que aquela dos seres viventes, 
inevitavelmente carrega em si a impressão das eras 
pelas quais passou. Se as “línguas são arquivos da 
história”, elas carecem de livros de registro e catálogos. 
Aquilo que contêm pode apenas ser consultado em 
parte, fornecendo ao pesquisador menos os elementos 
de uma biografia do que um estudo geológico de uma 
sedimentação realizada em um período sem começo ou 
sem fim definido.
TEXTO II
Na reflexão gramatical dos séculos XVI e XVII, 
a influência árabe aparece pontualmente, e se reveste 
sobretudo de item bélico fundamental na atribuição de 
rudeza aos idiomas português e castelhano por seus 
respectivos detratores. Parecer com o árabe, assim, 
é uma acusação de dessemelhança com o latim.
Relacionando-se as ideias dos textos a respeito da 
história e memória das línguas, quanto à formação da 
língua portuguesa, constata-se que","
A a presença de elementos de outras línguas no português foi historicamente avaliada como um índice de riqueza.
B o estudioso da língua pode identificar com precisão os elementos deixados por outras línguas na transformação da língua portuguesa.
C o português é o resultado da influência de outras línguas no passado e carrega marcas delas em suas múltiplas camadas.
D o árabe e o latim estão na formação escolar e na memória dos falantes brasileiros.
E a influência de outras línguas no português ocorreu de maneira uniforme ao longo da história.",C
17,2019,LC - Linguagens e Códigos,,D1,"Questão 17  
Descrição do cartaz: Na parte superior do cartaz, está o título: “Faz com que o BULLYING passe à história!”. 
Do lado esquerdo, sobre uma faixa preta, a palma branca de uma mão e a mensagem: “STOP Bullying”.  
Do lado direito do cartaz, o texto:
“És vítima:
• Fica calmo(a). Os bullies adoram reações nervosas. Finge que não é contigo!
• Não dês troco. Lembra-te: o agressor é ele, não és tu.
• Evita ficar sozinho(a) com o bullie, junta-te com os teus amigos!
• Mostra-te confiante, não demonstres medo e acredita em ti!
• Conta a uma pessoa de confiança o que está a acontecer contigo.
Conheces alguma vítima:
• Nunca deixes o teu amigo(a) sozinho(a). Assim farás com que ele(a) se sinta seguro(a).
• Ajuda-o(a) a contar a alguém de confiança o que se passa!
Conheces o(a) agressor(a):
• Tenta convencê-lo(a) a mudar o seu comportamento.
• Caso não tenhas sucesso, denuncia o caso às autoridades.”
Essa campanha se destaca pela maneira como utiliza a linguagem para conscientizar a sociedade da necessidade 
de se acabar com o bullying. Tal estratégia está centrada no(a)","
A chamamento de diferentes atores sociais pelo uso recorrente de estruturas injuntivas.
B variedade linguística caracterizadora do português europeu.
C restrição a um grupo específico de vítimas ao apresentar marcas gráficas de identificação de gênero como “o(a)”.
D combinação do significado de palavras escritas em línguas inglesa e portuguesa.
E enunciado de cunho esperançoso “passe à história” no título do cartaz.",A
18,2019,LC - Linguagens e Códigos,,D1,"Questão 18  
Esporte e cultura: análise acerca da esportivização de práticas corporais nos jogos indígenas
Nos Jogos dos Povos Indígenas, observa-se que as práticas corporais realizadas envolvem elementos 
tradicionais (como as pinturas e adornos corporais) e modernos (como a regulamentação, a fiscalização e a 
padronização). O arco e flecha e a lança, por exemplo, são instrumentos tradicionalmente utilizados para a caça 
e a defesa da comunidade na aldeia. Na ocasião do evento, esses artefatos foram produzidos pela própria etnia, 
porém sua estruturação como “modalidade esportiva” promoveu uma semelhança entre as técnicas apresentadas, 
com o sentido único da competição.
relação entre os elementos tradicionais e modernos nos Jogos dos Povos Indígenas desencadeou a","
A padronização de pinturas e adornos corporais.
B sobreposição de elementos tradicionais sobre os modernos.
C individuação das técnicas apresentadas em diferentes modalidades.
D legitimação das práticas corporais indígenas como modalidade esportiva.
E preservação dos significados próprios das práticas corporais em cada cultura.",D
19,2019,LC - Linguagens e Códigos,,D1,"Questão 19  
Descrição da imagem: Na parte superior de 
uma carta de jogo, há a fotografia do busto de 
um homem branco e calvo. Abaixo da fotografia, 
o nome de Marcelo Gleiser e as informações 
a respeito dele: “Área de atuação: Física e 
Astronomia. Contribuição mais famosa: Seus livros 
 A Dança do Universo e O Fim da Terra e do Céu. 
Nascimento: 19 de março de 1959. Alma Mater: 
PUC-Rio, UFRJ e King’s College de Londres”. 
Na parte inferior da carta, está o nome do jogo: 
“Super Trunfo Tecmundo”.
O texto tem o formato de uma carta de jogo e apresenta 
dados a respeito de Marcelo Gleiser, premiado 
pesquisador brasileiro da atualidade. Essa apresentação 
subverte um gênero textual ao","
A vincular áreas distintas do conhecimento.
B evidenciar a formação acadêmica do pesquisador.
C relacionar o universo lúdico a informações biográficas.
D especificar as contribuições mais conhecidas do pesquisador.
E destacar o nome do pesquisador e sua imagem no início do texto.",C
20,2019,LC - Linguagens e Códigos,,D1,"Questão 20  
Canto ao meio
Mauro Mota
Toca a sirene na fábrica,
e o apito como um chicote
bate na manhã nascente
e bate na tua cama
no sono da madrugada.
Ternuras da áspera lona
pelo corpo adolescente.
É o trabalho que te chama.
Às pressas tomas o banho,
tomas teu café com pão,
tomas teu lugar no bote
no cais do Capibaribe.
Deixas chorando na esteira
teu filho de mãe solteira.
Levas ao lado a marmita,
contendo a mesma ração
do meio de todo o dia,
a carne-seca e o feijão.
De tudo quanto ele pede
dás só bom-dia ao patrão,
e recomeças a luta
na engrenagem da fiação.
Nesse texto, a mobilização do uso padrão das formas 
verbais e pronominais","
A ajuda a localizar o enredo num ambiente estático.
B auxilia na caracterização física do personagem principal.
C acrescenta informações modificadoras às ações dos personagens.
D alterna os tempos da narrativa, fazendo progredir as ideias do texto.
E está a serviço do projeto poético, auxiliando na distinção dos referentes.",E
21,2019,LC - Linguagens e Códigos,,D1,"Questão 21  
Bachianas Brasileiras n. 5
Heitor Villa-Lobos
Irerê, meu passarinho do sertão do Cariri, 
Irerê, meu companheiro, 
Cadê viola? Cadê meu bem? Cadê Maria? 
Ai triste sorte a do violeiro cantadô! 
Ah! Sem a viola em que cantava o seu amô, 
Ah! Seu assobio é tua flauta de irerê: 
Que tua flauta do sertão quando assobia, 
Ah! A gente sofre sem querê! 
Ah! Teu canto chega lá no fundo do sertão, 
Ah! Como uma brisa amolecendo o coração, 
Ah! Ah! 
Irerê, solta teu canto! 
Canta mais! Canta mais! 
Prá alembrá o Cariri!
Nesses versos, há uma exaltação ao sertão do Cariri em 
uma ambientação linguisticamente apoiada no(a)","
A uso recorrente de pronomes.
B variedade popular da língua portuguesa.
C referência ao conjunto da fauna nordestina.
D exploração de instrumentos musicais eruditos.
E predomínio de regionalismos lexicais nordestinos.",B
